,rindex,nif,produtos_all,produtos,grupos,total
6342,6342,13947180,"[147, 80, 53, 35, 18, 32, 94, 89, 83, 81, 79, 161, 154, 49, 42, 15, 40, 39, 143, 38]","[147, 80, 53, 35, 18, 32, 94, 89, 83, 81, 79, 161, 154, 49, 42, 15, 40, 39, 143, 38]","[18, 9, 5, 4, 3, 11, 23, 17]",42.5
6343,6343,16745810,"[147, 134, 101, 102, 80, 67, 52, 37, 49, 45, 43, 18, 3, 15, 2, 130, 129, 123, 34, 13, 95, 86, 163, 96]","[147, 134, 101, 102, 80, 67, 52, 37, 49, 45, 43, 18, 3, 15, 2, 130, 129, 123, 34, 13, 95, 86, 163, 96]","[18, 17, 12, 9, 6, 5, 3, 1, 16, 15, 4, 2, 11, 10, 23]",48.2
6344,6344,10797785,"[102, 80, 67, 48, 47, 162, 159, 158, 150, 18, 132, 130, 73, 17, 95, 87, 50, 46, 110, 109, 83, 149, 24]","[102, 80, 67, 48, 47, 162, 159, 158, 150, 18, 132, 130, 73, 17, 95, 87, 50, 46, 110, 109, 83, 149, 24]","[12, 9, 6, 5, 23, 20, 3, 16, 8, 11, 10, 15, 19]",36.4
6345,6345,18685532,"[142, 147, 102, 80, 65, 53, 37, 18, 17, 161, 143, 49, 48, 42, 40, 109, 32, 25, 61, 74, 56, 100, 95, 94, 81, 148, 129, 127, 154, 150, 123]","[142, 147, 102, 80, 65, 53, 37, 18, 17, 161, 143, 49, 48, 42, 40, 109, 32, 25, 61, 74, 56, 100, 95, 94, 81, 148, 129, 127, 154, 150, 123]","[17, 18, 12, 9, 6, 5, 3, 23, 15, 4, 8, 11, 19, 16, 20]",58.4
6346,6346,10685414,"[95, 85, 106, 80, 64, 59, 9, 7, 18, 4, 163, 161, 131, 137, 149, 34, 33, 48, 25, 84, 121, 159, 44, 103, 17, 130, 128, 13, 96, 41, 54, 15, 39]","[95, 85, 106, 80, 64, 59, 9, 7, 18, 4, 163, 161, 131, 137, 149, 34, 33, 48, 25, 84, 121, 159, 44, 103, 17, 130, 128, 13, 96, 41, 54, 15, 39]","[11, 9, 13, 6, 2, 3, 1, 23, 16, 17, 19, 4, 5, 15, 12]",90.5
6347,6347,12090181,"[147, 105, 120, 119, 132, 130, 80, 65, 35, 34, 30, 129, 128, 126, 18, 4, 16, 15, 50, 48, 47, 45, 42, 41, 39, 38, 124, 100, 62, 79, 73, 26, 25, 24, 16, 94, 93, 84, 82, 81, 123, 159, 156, 147, 154, 96]","[147, 105, 120, 119, 132, 130, 80, 65, 35, 34, 30, 129, 128, 126, 18, 4, 16, 15, 50, 48, 47, 45, 42, 41, 39, 38, 124, 100, 62, 79, 73, 26, 25, 24, 94, 93, 84, 82, 81, 123, 159, 156, 154, 96]","[18, 13, 15, 16, 9, 6, 4, 3, 1, 5, 12, 8, 11, 23]",106.8
6348,6348,11926148,"[147, 160, 156, 154, 80, 35, 28, 13, 80, 60, 147, 87, 84, 96, 131, 16, 14, 1, 83, 81, 56, 128, 47, 40, 109]","[147, 160, 156, 154, 80, 35, 28, 13, 60, 87, 84, 96, 131, 16, 14, 1, 83, 81, 56, 128, 47, 40, 109]","[18, 23, 9, 4, 3, 2, 6, 10, 11, 16, 1, 5, 15]",73.2
6349,6349,11001514,"[147, 141, 101, 80, 67, 19, 18, 75, 43, 40, 39, 34, 70, 108, 86, 82, 99, 163, 157, 17, 130, 155, 96]","[147, 141, 101, 80, 67, 19, 18, 75, 43, 40, 39, 34, 70, 108, 86, 82, 99, 163, 157, 17, 130, 155, 96]","[18, 17, 12, 9, 6, 3, 8, 5, 4, 7, 15, 10, 23, 16, 11]",32.6
6350,6350,16112751,"[147, 108, 103, 159, 156, 153, 80, 35, 19, 18, 16, 15, 14, 48, 44, 41, 33, 25, 24, 64, 36, 94, 87, 86, 96, 125, 123, 16, 12, 140, 1]","[147, 108, 103, 159, 156, 153, 80, 35, 19, 18, 16, 15, 14, 48, 44, 41, 33, 25, 24, 64, 36, 94, 87, 86, 96, 125, 123, 12, 140, 1]","[18, 15, 12, 23, 22, 9, 4, 3, 2, 5, 6, 11, 10, 16, 17, 1]",149.4
6351,6351,15026902,"[147, 105, 102, 80, 21, 11, 6, 18, 16, 112, 47, 94, 87, 34, 163, 162, 54, 14, 27, 22, 129, 108, 155, 39]","[147, 105, 102, 80, 21, 11, 6, 18, 16, 112, 47, 94, 87, 34, 163, 162, 54, 14, 27, 22, 129, 108, 155, 39]","[18, 13, 12, 9, 3, 2, 1, 15, 5, 11, 10, 4, 23, 16]",76.1
6352,6352,16816652,"[147, 80, 67, 65, 64, 62, 79, 58, 100, 94, 162, 161, 158, 151, 132, 119, 116, 111, 34, 51, 40, 39, 38, 18, 4, 149, 24, 84, 144]","[147, 80, 67, 65, 64, 62, 79, 58, 100, 94, 162, 161, 158, 151, 132, 119, 116, 111, 34, 51, 40, 39, 38, 18, 4, 149, 24, 84, 144]","[18, 9, 6, 12, 11, 23, 20, 16, 15, 4, 5, 3, 1, 19, 17]",110.8
6353,6353,12090181,"[147, 134, 131, 130, 128, 98, 80, 67, 8, 47, 44, 162, 7, 19, 18, 15, 40, 77, 36, 161, 34, 94, 83, 81, 160, 75, 57, 71, 154, 126, 96]","[147, 134, 131, 130, 128, 98, 80, 67, 8, 47, 44, 162, 7, 19, 18, 15, 40, 77, 36, 161, 34, 94, 83, 81, 160, 75, 57, 71, 154, 126, 96]","[18, 17, 16, 12, 9, 6, 2, 5, 23, 3, 8, 4, 11, 7]",84.0
6354,6354,17513140,"[147, 97, 80, 63, 45, 42, 73, 162, 35, 7, 19, 18, 17, 15, 1, 158, 94, 93, 83, 10, 149, 33]","[147, 97, 80, 63, 45, 42, 73, 162, 35, 7, 19, 18, 17, 15, 1, 158, 94, 93, 83, 10, 149, 33]","[18, 11, 9, 6, 5, 8, 23, 4, 2, 3, 1, 19]",59.0
6355,6355,19335054,"[147, 141, 134, 102, 98, 80, 35, 21, 8, 163, 42, 79, 77, 75, 95, 87, 18, 96, 16, 12, 99, 38, 57, 148, 150]","[147, 141, 134, 102, 98, 80, 35, 21, 8, 163, 42, 79, 77, 75, 95, 87, 18, 96, 16, 12, 99, 38, 57, 148, 150]","[18, 17, 12, 9, 4, 3, 2, 23, 5, 8, 11, 10, 19, 20]",81.5
6356,6356,12731294,"[147, 122, 100, 130, 128, 125, 124, 80, 25, 24, 79, 61, 49, 160, 47, 45, 44, 42, 39, 38, 76, 75, 87, 157, 156, 155, 4, 16]","[147, 122, 100, 130, 128, 125, 124, 80, 25, 24, 79, 61, 49, 160, 47, 45, 44, 42, 39, 38, 76, 75, 87, 157, 156, 155, 4, 16]","[18, 15, 12, 16, 9, 3, 6, 5, 23, 8, 10, 1]",51.5
6357,6357,16315671,"[147, 158, 80, 64, 148, 92, 85, 69, 19, 79, 129, 157, 21, 25, 61, 54, 51, 45, 18, 4, 38, 108, 16, 154]","[147, 158, 80, 64, 148, 92, 85, 69, 19, 79, 129, 157, 21, 25, 61, 54, 51, 45, 18, 4, 38, 108, 16, 154]","[18, 23, 9, 6, 19, 11, 7, 3, 16, 5, 1, 15]",97.3
6358,6358,18698010,"[147, 145, 97, 80, 52, 48, 45, 41, 40, 39, 36, 163, 161, 159, 158, 35, 6, 18, 16, 157, 150, 95, 86, 83, 99, 33, 96, 25, 57, 81, 108]","[147, 145, 97, 80, 52, 48, 45, 41, 40, 39, 36, 163, 161, 159, 158, 35, 6, 18, 16, 157, 150, 95, 86, 83, 99, 33, 96, 25, 57, 81, 108]","[18, 17, 11, 9, 5, 4, 23, 1, 3, 20, 10, 12, 15]",46.8
6359,6359,12565597,"[147, 134, 122, 132, 130, 127, 125, 92, 87, 106, 102, 80, 65, 148, 34, 29, 24, 76, 47, 39, 18, 147, 162, 83, 13, 150, 96, 81]","[147, 134, 122, 132, 130, 127, 125, 92, 87, 106, 102, 80, 65, 148, 34, 29, 24, 76, 47, 39, 18, 162, 83, 13, 150, 96, 81]","[18, 17, 15, 16, 11, 10, 13, 12, 9, 6, 19, 4, 3, 8, 5, 23, 2, 20]",69.7
6360,6360,11268202,"[147, 133, 131, 123, 101, 102, 97, 80, 77, 51, 37, 30, 50, 47, 42, 162, 157, 27, 25, 95, 85, 75, 18, 3, 1, 81, 12, 39]","[147, 133, 131, 123, 101, 102, 97, 80, 77, 51, 37, 30, 50, 47, 42, 162, 157, 27, 25, 95, 85, 75, 18, 3, 1, 81, 12, 39]","[18, 17, 16, 15, 12, 11, 9, 8, 5, 3, 23, 1, 2]",60.0
6361,6361,16501530,"[147, 137, 134, 101, 80, 61, 74, 70, 93, 88, 130, 52, 34, 119, 87, 86, 85, 32, 29, 26, 18, 129, 39, 16, 163, 159, 158, 150, 148, 128, 81]","[147, 137, 134, 101, 80, 61, 74, 70, 93, 88, 130, 52, 34, 119, 87, 86, 85, 32, 29, 26, 18, 129, 39, 16, 163, 159, 158, 150, 148, 128, 81]","[18, 17, 12, 9, 6, 8, 7, 11, 10, 16, 5, 4, 15, 3, 23, 20, 19]",65.0
6362,6362,19752005,"[147, 105, 94, 160, 157, 156, 98, 80, 46, 39, 132, 19, 33, 27, 16, 130, 128, 36, 108, 155, 64, 61, 93, 87, 96, 84, 18]","[147, 105, 94, 160, 157, 156, 98, 80, 46, 39, 132, 19, 33, 27, 16, 130, 128, 36, 108, 155, 64, 61, 93, 87, 96, 84, 18]","[18, 13, 11, 23, 12, 9, 5, 16, 3, 4, 15, 6, 10]",65.8
6363,6363,11268202,"[160, 122, 80, 79, 56, 159, 100, 95, 93, 92, 91, 89, 88, 87, 53, 35, 8, 18, 17, 157, 34, 32, 29, 16, 47, 40, 36, 107, 16, 3, 81, 143, 156]","[160, 122, 80, 79, 56, 159, 100, 95, 93, 92, 91, 89, 88, 87, 53, 35, 8, 18, 17, 157, 34, 32, 29, 16, 47, 40, 36, 107, 3, 81, 143, 156]","[23, 15, 9, 5, 12, 11, 10, 4, 2, 3, 14, 1, 17]",123.1
6364,6364,18295922,"[97, 80, 64, 51, 45, 40, 36, 88, 34, 26, 11, 19, 4, 14, 1, 133, 130, 110, 25, 16, 161, 160, 61, 159, 13, 125, 156]","[97, 80, 64, 51, 45, 40, 36, 88, 34, 26, 11, 19, 4, 14, 1, 133, 130, 110, 25, 16, 161, 160, 61, 159, 13, 125, 156]","[11, 9, 6, 5, 4, 10, 3, 2, 1, 17, 16, 15, 23]",67.1
6365,6365,16053082,"[147, 145, 122, 132, 101, 80, 52, 37, 6, 18, 4, 16, 95, 88, 87, 159, 158, 156, 130, 154, 151, 14, 144, 143, 33, 27, 26, 85, 83, 48, 42, 61, 96, 124]","[147, 145, 122, 132, 101, 80, 52, 37, 6, 18, 4, 16, 95, 88, 87, 159, 158, 156, 130, 154, 151, 14, 144, 143, 33, 27, 26, 85, 83, 48, 42, 61, 96, 124]","[18, 17, 15, 16, 12, 9, 5, 1, 3, 11, 10, 23, 20, 2, 4, 6]",67.2
6366,6366,16417267,"[131, 106, 101, 98, 80, 51, 37, 162, 16, 140, 26, 125, 40, 38, 123, 147, 149, 160, 92, 84, 99, 13, 116, 103]","[131, 106, 101, 98, 80, 51, 37, 162, 16, 140, 26, 125, 40, 38, 123, 147, 149, 160, 92, 84, 99, 13, 116, 103]","[16, 13, 12, 9, 5, 23, 3, 17, 15, 18, 19, 11, 2]",45.9
6367,6367,15658359,"[101, 80, 53, 37, 50, 45, 41, 40, 80, 79, 100, 94, 93, 92, 91, 88, 99, 69, 160, 151, 131, 19, 18, 10, 121, 55]","[101, 80, 53, 37, 50, 45, 41, 40, 79, 100, 94, 93, 92, 91, 88, 99, 69, 160, 151, 131, 19, 18, 10, 121, 55]","[12, 9, 5, 11, 10, 7, 23, 20, 16, 3, 2, 15]",42.5
6368,6368,18283864,"[105, 79, 149, 95, 86, 85, 133, 84, 82, 81, 6, 80, 5, 18, 2, 32, 96, 42, 41, 40, 36, 26, 25, 120, 159, 158]","[105, 79, 149, 95, 86, 85, 133, 84, 82, 81, 6, 80, 5, 18, 2, 32, 96, 42, 41, 40, 36, 26, 25, 120, 159, 158]","[13, 9, 19, 11, 10, 17, 1, 3, 4, 5, 15, 23]",48.3
6369,6369,13676709,"[147, 122, 21, 19, 18, 4, 94, 87, 85, 83, 51, 47, 46, 28, 68, 27, 25, 62, 61, 133, 131, 75, 149, 130, 155, 154, 39, 135, 151, 17]","[147, 122, 21, 19, 18, 4, 94, 87, 85, 83, 51, 47, 46, 28, 68, 27, 25, 62, 61, 133, 131, 75, 149, 130, 155, 154, 39, 135, 151, 17]","[18, 15, 3, 1, 11, 10, 9, 5, 6, 17, 16, 8, 19, 23, 20]",129.2
6370,6370,16417267,"[142, 147, 90, 130, 80, 67, 37, 19, 84, 83, 81, 18, 15, 26, 25, 161, 156, 155, 153, 50, 49, 128, 48, 45, 44, 41, 36, 79, 61, 116, 13, 57]","[142, 147, 90, 130, 80, 67, 37, 19, 84, 83, 81, 18, 15, 26, 25, 161, 156, 155, 153, 50, 49, 128, 48, 45, 44, 41, 36, 79, 61, 116, 13, 57]","[17, 18, 11, 16, 9, 6, 5, 3, 23, 22, 4, 15, 2]",140.5
6371,6371,19848342,"[147, 136, 130, 100, 96, 95, 88, 84, 99, 81, 101, 80, 53, 5, 109, 27, 12, 155, 18, 45, 43, 42, 41, 14, 1, 64, 75]","[147, 136, 130, 100, 96, 95, 88, 84, 99, 81, 101, 80, 53, 5, 109, 27, 12, 155, 18, 45, 43, 42, 41, 14, 1, 64, 75]","[18, 17, 16, 12, 11, 10, 9, 5, 1, 15, 3, 2, 23, 6, 8]",57.8
6372,6372,13439498,"[147, 134, 122, 98, 66, 37, 35, 34, 33, 27, 11, 18, 50, 47, 45, 41, 40, 39, 38, 2, 147, 163, 159, 154, 132, 129, 62, 100, 84, 151, 79, 78, 36, 24, 13, 113, 108, 83]","[147, 134, 122, 98, 66, 37, 35, 34, 33, 27, 11, 18, 50, 47, 45, 41, 40, 39, 38, 2, 163, 159, 154, 132, 129, 62, 100, 84, 151, 79, 78, 36, 24, 13, 113, 108, 83]","[18, 17, 15, 12, 6, 5, 4, 3, 2, 1, 23, 16, 9, 20, 8]",105.0
6373,6373,16908197,"[147, 134, 122, 98, 80, 37, 35, 121, 103, 107, 90, 62, 79, 61, 56, 84, 131, 130, 149, 49, 47, 43, 40, 26, 25, 24, 16, 36, 13, 38, 96, 5, 18, 1, 127, 126, 135, 161, 154, 12]","[147, 134, 122, 98, 80, 37, 35, 121, 103, 107, 90, 62, 79, 61, 56, 84, 131, 130, 149, 49, 47, 43, 40, 26, 25, 24, 16, 36, 13, 38, 96, 5, 18, 1, 127, 126, 135, 161, 154, 12]","[18, 17, 15, 12, 9, 5, 4, 14, 11, 6, 16, 19, 3, 2, 1, 23]",147.7
6374,6374,10529592,"[147, 138, 134, 137, 101, 98, 80, 66, 37, 8, 16, 15, 62, 61, 76, 133, 130, 129, 128, 48, 46, 34, 33, 25, 42, 161, 155, 154, 150, 94, 90, 148, 24]","[147, 138, 134, 137, 101, 98, 80, 66, 37, 8, 16, 15, 62, 61, 76, 133, 130, 129, 128, 48, 46, 34, 33, 25, 42, 161, 155, 154, 150, 94, 90, 148, 24]","[18, 17, 12, 9, 6, 5, 2, 3, 8, 16, 4, 23, 20, 11, 19]",72.5
6375,6375,16501530,"[141, 93, 82, 81, 80, 67, 18, 16, 2, 34, 60, 42, 157, 156, 149, 155, 132, 115, 113, 151, 40, 38, 111, 57, 14]","[141, 93, 82, 81, 80, 67, 18, 16, 2, 34, 60, 42, 157, 156, 149, 155, 132, 115, 113, 151, 40, 38, 111, 57, 14]","[17, 11, 9, 6, 3, 1, 4, 5, 23, 19, 16, 15, 20, 2]",48.4
6376,6376,18316037,"[97, 80, 47, 44, 159, 158, 156, 19, 5, 18, 17, 64, 79, 60, 39, 88, 29, 24, 36, 13, 154, 3, 81, 37, 38, 139, 2, 96]","[97, 80, 47, 44, 159, 158, 156, 19, 5, 18, 17, 64, 79, 60, 39, 88, 29, 24, 36, 13, 154, 3, 81, 37, 38, 139, 2, 96]","[11, 9, 5, 23, 3, 1, 6, 10, 4, 2, 17]",56.8
6377,6377,11268202,"[147, 147, 141, 109, 103, 106, 101, 50, 45, 44, 95, 81, 18, 128, 156, 156, 155, 125, 4, 14, 1, 41, 27]","[147, 141, 109, 103, 106, 101, 50, 45, 44, 95, 81, 18, 128, 156, 155, 125, 4, 14, 1, 41, 27]","[18, 17, 15, 12, 13, 5, 11, 9, 3, 16, 23, 1, 2]",44.7
6378,6378,10797785,"[147, 97, 80, 65, 50, 130, 127, 148, 19, 125, 85, 48, 47, 45, 64, 62, 158, 154, 150, 8, 44, 42, 81, 2, 39, 38, 79, 22]","[147, 97, 80, 65, 50, 130, 127, 148, 19, 125, 85, 48, 47, 45, 64, 62, 158, 154, 150, 8, 44, 42, 81, 2, 39, 38, 79, 22]","[18, 11, 9, 6, 5, 16, 19, 3, 23, 20, 2, 1]",71.8
6379,6379,13059182,"[147, 134, 122, 131, 128, 135, 105, 100, 93, 88, 84, 99, 98, 80, 67, 65, 62, 96, 53, 25, 4, 3, 15, 158, 1, 10, 79, 38, 24]","[147, 134, 122, 131, 128, 135, 105, 100, 93, 88, 84, 99, 98, 80, 67, 65, 62, 96, 53, 25, 4, 3, 15, 158, 1, 10, 79, 38, 24]","[18, 17, 15, 16, 13, 12, 11, 10, 9, 6, 5, 3, 1, 23, 2]",66.0
6380,6380,13653156,"[147, 95, 87, 85, 84, 83, 81, 101, 80, 125, 19, 47, 44, 42, 161, 158, 156, 5, 18, 4, 57, 29, 3, 96, 147, 112, 132, 124]","[147, 95, 87, 85, 84, 83, 81, 101, 80, 125, 19, 47, 44, 42, 161, 158, 156, 5, 18, 4, 57, 29, 3, 96, 112, 132, 124]","[18, 11, 10, 9, 12, 16, 3, 5, 23, 1, 15]",64.6
6381,6381,15226548,"[147, 80, 53, 20, 19, 18, 51, 50, 47, 42, 163, 156, 104, 116, 108, 103, 28, 38, 36, 61, 100, 93, 91, 89, 88, 84, 127, 25, 16, 73, 18, 16, 15, 154, 96, 10, 165]","[147, 80, 53, 20, 19, 18, 51, 50, 47, 42, 163, 156, 104, 116, 108, 103, 28, 38, 36, 61, 100, 93, 91, 89, 88, 84, 127, 25, 16, 73, 15, 154, 96, 10, 165]","[18, 9, 5, 3, 23, 12, 15, 4, 6, 11, 10, 16, 8, 2, 24]",112.6
6382,6382,19032806,"[147, 97, 80, 61, 53, 35, 34, 33, 161, 160, 159, 156, 51, 48, 45, 19, 5, 32, 95, 88, 69, 43, 42, 41, 148, 18, 75, 57, 154, 40, 36, 127, 1]","[147, 97, 80, 61, 53, 35, 34, 33, 161, 160, 159, 156, 51, 48, 45, 19, 5, 32, 95, 88, 69, 43, 42, 41, 148, 18, 75, 57, 154, 40, 36, 127, 1]","[18, 11, 9, 6, 5, 4, 23, 3, 1, 10, 7, 19, 8, 16]",69.8
6383,6383,16858680,"[147, 131, 37, 34, 32, 18, 16, 3, 2, 41, 35, 29, 25, 90, 83, 81, 80, 79, 129, 128, 36]","[147, 131, 37, 34, 32, 18, 16, 3, 2, 41, 35, 29, 25, 90, 83, 81, 80, 79, 129, 128, 36]","[18, 16, 5, 4, 3, 1, 11, 9]",57.3
6384,6384,17895909,"[147, 80, 65, 37, 35, 32, 29, 94, 93, 87, 86, 83, 81, 162, 161, 132, 130, 121, 19, 16, 107, 160, 155, 151, 45, 39, 38, 126, 96, 148, 18, 5]","[147, 80, 65, 37, 35, 32, 29, 94, 93, 87, 86, 83, 81, 162, 161, 132, 130, 121, 19, 16, 107, 160, 155, 151, 45, 39, 38, 126, 96, 148, 18, 5]","[18, 9, 6, 5, 4, 3, 11, 10, 23, 16, 15, 14, 20, 19, 1]",121.3
6385,6385,12791506,"[98, 80, 37, 35, 64, 61, 76, 6, 160, 49, 48, 42, 104, 95, 85, 18, 148, 84, 33, 26, 165, 3, 15, 153, 150, 83]","[98, 80, 37, 35, 64, 61, 76, 6, 160, 49, 48, 42, 104, 95, 85, 18, 148, 84, 33, 26, 165, 3, 15, 153, 150, 83]","[12, 9, 5, 4, 6, 8, 1, 23, 11, 3, 19, 24, 22, 20]",133.3
6386,6386,17836781,"[147, 134, 100, 89, 86, 85, 149, 80, 42, 34, 32, 19, 62, 78, 60, 21, 162, 161, 158, 157, 156, 39, 132, 130, 128, 154, 18, 17, 1, 27, 12, 151, 148]","[147, 134, 100, 89, 86, 85, 149, 80, 42, 34, 32, 19, 62, 78, 60, 21, 162, 161, 158, 157, 156, 39, 132, 130, 128, 154, 18, 17, 1, 27, 12, 151, 148]","[18, 17, 12, 11, 10, 9, 19, 5, 4, 3, 6, 8, 23, 16, 1, 2, 20]",113.2
6387,6387,19248248,"[137, 134, 122, 104, 93, 88, 85, 9, 19, 18, 17, 15, 2, 133, 130, 129, 84, 82, 81, 162, 156, 151, 33, 113, 109, 103, 64, 57, 47, 16, 140, 150]","[137, 134, 122, 104, 93, 88, 85, 9, 19, 18, 17, 15, 2, 133, 130, 129, 84, 82, 81, 162, 156, 151, 33, 113, 109, 103, 64, 57, 47, 16, 140, 150]","[17, 15, 12, 11, 10, 9, 2, 3, 1, 16, 23, 20, 4, 6, 5]",75.6
6388,6388,11129073,"[122, 97, 80, 37, 34, 26, 25, 24, 12, 163, 50, 95, 94, 93, 92, 9, 160, 157, 156, 155, 64, 148, 154, 18, 4, 15, 127, 88, 10, 117]","[122, 97, 80, 37, 34, 26, 25, 24, 12, 163, 50, 95, 94, 93, 92, 9, 160, 157, 156, 155, 64, 148, 154, 18, 4, 15, 127, 88, 10, 117]","[15, 11, 9, 5, 4, 3, 2, 23, 6, 19, 1, 16, 10]",69.5
6389,6389,14722440,"[137, 98, 80, 66, 100, 95, 87, 86, 30, 25, 84, 83, 81, 133, 131, 135, 79, 77, 75, 16, 36, 22, 162, 147, 156, 74, 73, 51, 39, 9, 38, 18, 15, 2, 120, 109, 149]","[137, 98, 80, 66, 100, 95, 87, 86, 30, 25, 84, 83, 81, 133, 131, 135, 79, 77, 75, 16, 36, 22, 162, 147, 156, 74, 73, 51, 39, 9, 38, 18, 15, 2, 120, 109, 149]","[17, 12, 9, 6, 11, 10, 3, 16, 8, 4, 23, 18, 5, 2, 1, 15, 19]",86.0
6390,6390,15920506,"[137, 133, 101, 102, 97, 80, 48, 42, 40, 38, 36, 7, 6, 18, 89, 131, 149, 156, 154, 16, 4, 129, 75, 12, 88, 70]","[137, 133, 101, 102, 97, 80, 48, 42, 40, 38, 36, 7, 6, 18, 89, 131, 149, 156, 154, 16, 4, 129, 75, 12, 88, 70]","[17, 12, 11, 9, 5, 4, 2, 1, 3, 16, 19, 23, 8, 10, 7]",36.1
6391,6391,14733700,"[147, 162, 160, 156, 133, 128, 101, 102, 80, 53, 49, 48, 45, 44, 42, 38, 36, 127, 104, 95, 94, 87, 86, 84, 79, 70, 151, 7, 18, 27]","[147, 162, 160, 156, 133, 128, 101, 102, 80, 53, 49, 48, 45, 44, 42, 38, 36, 127, 104, 95, 94, 87, 86, 84, 79, 70, 151, 7, 18, 27]","[18, 23, 17, 16, 12, 9, 5, 4, 11, 10, 7, 20, 2, 3]",49.2
6392,6392,10249501,"[159, 134, 97, 80, 19, 119, 133, 130, 127, 125, 5, 18, 3, 14, 1, 156, 154, 151, 51, 47, 94, 87, 33, 32, 44]","[159, 134, 97, 80, 19, 119, 133, 130, 127, 125, 5, 18, 3, 14, 1, 156, 154, 151, 51, 47, 94, 87, 33, 32, 44]","[23, 17, 11, 9, 3, 15, 16, 1, 2, 20, 5, 10, 4]",42.5
6393,6393,19409152,"[147, 122, 105, 80, 9, 6, 131, 86, 84, 18, 4, 16, 15, 44, 39, 38, 99, 81, 130, 36, 163, 161, 160, 109]","[147, 122, 105, 80, 9, 6, 131, 86, 84, 18, 4, 16, 15, 44, 39, 38, 99, 81, 130, 36, 163, 161, 160, 109]","[18, 15, 13, 9, 2, 1, 16, 10, 3, 5, 12, 4, 23]",40.1
6394,6394,13294654,"[147, 147, 154, 150, 129, 164, 98, 80, 35, 32, 104, 88, 87, 84, 7, 18, 17, 3, 29, 165, 135, 139, 41, 108]","[147, 154, 150, 129, 164, 98, 80, 35, 32, 104, 88, 87, 84, 7, 18, 17, 3, 29, 165, 135, 139, 41, 108]","[18, 23, 20, 16, 24, 12, 9, 4, 10, 2, 3, 1, 17, 5, 15]",84.9
6395,6395,14472746,"[147, 101, 35, 18, 16, 15, 163, 158, 154, 79, 121, 90, 84, 82, 50, 103, 61, 60, 34, 30, 36, 13, 148, 150, 2, 44]","[147, 101, 35, 18, 16, 15, 163, 158, 154, 79, 121, 90, 84, 82, 50, 103, 61, 60, 34, 30, 36, 13, 148, 150, 2, 44]","[18, 12, 4, 3, 23, 9, 15, 11, 5, 6, 2, 19, 20, 1]",71.9
6396,6396,17182731,"[122, 105, 95, 158, 157, 153, 151, 80, 67, 37, 51, 48, 45, 40, 118, 117, 113, 150, 35, 33, 16, 94, 91, 87, 86, 85, 83, 99, 81, 19, 18, 76, 36]","[122, 105, 95, 158, 157, 153, 151, 80, 67, 37, 51, 48, 45, 40, 118, 117, 113, 150, 35, 33, 16, 94, 91, 87, 86, 85, 83, 99, 81, 19, 18, 76, 36]","[15, 13, 11, 23, 22, 20, 9, 6, 5, 4, 3, 10, 12, 8]",127.9
6397,6397,14601371,"[98, 163, 161, 157, 85, 84, 82, 81, 97, 67, 52, 37, 35, 34, 70, 48, 47, 43, 41, 96, 18, 32, 130, 109, 125, 124, 123, 40, 15, 30, 24, 13, 147, 150, 39]","[98, 163, 161, 157, 85, 84, 82, 81, 97, 67, 52, 37, 35, 34, 70, 48, 47, 43, 41, 96, 18, 32, 130, 109, 125, 124, 123, 40, 15, 30, 24, 13, 147, 150, 39]","[12, 23, 9, 11, 6, 5, 4, 7, 3, 16, 15, 2, 18, 20]",79.8
6398,6398,17075282,"[147, 131, 130, 127, 97, 98, 80, 37, 11, 16, 33, 26, 100, 81, 79, 96, 15, 156, 155, 151, 50, 48, 42, 41, 38, 36, 109, 76]","[147, 131, 130, 127, 97, 98, 80, 37, 11, 16, 33, 26, 100, 81, 79, 96, 15, 156, 155, 151, 50, 48, 42, 41, 38, 36, 109, 76]","[18, 16, 11, 12, 9, 5, 2, 3, 4, 23, 20, 15, 8]",48.6
6399,6399,12802746,"[147, 137, 80, 20, 11, 44, 40, 36, 19, 18, 131, 32, 27, 24, 16, 13, 57, 90, 85, 17, 163, 157, 2, 1, 135, 103]","[147, 137, 80, 20, 11, 44, 40, 36, 19, 18, 131, 32, 27, 24, 16, 13, 57, 90, 85, 17, 163, 157, 2, 1, 135, 103]","[18, 17, 9, 3, 2, 5, 4, 16, 11, 23, 1, 12]",84.5
6400,6400,19721299,"[142, 147, 122, 102, 80, 67, 35, 8, 19, 18, 158, 4, 100, 94, 93, 91, 90, 44, 41, 118, 110, 33, 16, 160, 157, 151, 149, 133, 3, 14, 103]","[142, 147, 122, 102, 80, 67, 35, 8, 19, 18, 158, 4, 100, 94, 93, 91, 90, 44, 41, 118, 110, 33, 16, 160, 157, 151, 149, 133, 3, 14, 103]","[17, 18, 15, 12, 9, 6, 4, 2, 3, 23, 1, 11, 5, 20, 19]",65.2
6401,6401,18340250,"[147, 101, 97, 80, 9, 18, 148, 5, 16, 15, 95, 94, 83, 82, 131, 124, 163, 13, 154, 150, 164, 51, 48, 47, 61, 60, 57]","[147, 101, 97, 80, 9, 18, 148, 5, 16, 15, 95, 94, 83, 82, 131, 124, 163, 13, 154, 150, 164, 51, 48, 47, 61, 60, 57]","[18, 12, 11, 9, 2, 3, 19, 1, 16, 15, 23, 20, 24, 5, 6]",75.9
